method_is_get,method_is_post,uri_length,uri_depth,has_query,query_length,special_char_count,digit_ratio,url_encoded_count,has_double_encoding,path_traversal_count,has_sensitive_file,has_cmd_keyword,has_sql_keyword,is_binary_request,status_code,is_4xx,is_5xx,user_agent_length,is_empty_user_agent,is_bot_user_agent,ip,timestamp,size,referrer,anomaly,anomaly_score
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,68,0,0,149.57.180.40,08/Mar/2026:13:11:12 +0000,1561,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,63,0,0,34.136.111.213,08/Mar/2026:13:13:35 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,63,0,0,34.136.111.213,08/Mar/2026:13:13:37 +0000,1561,http://jcw.directionclock.top,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,359,0,0,140.179.172.190,08/Mar/2026:13:17:55 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,52.80.61.34,08/Mar/2026:13:17:55 +0000,1561,-,1,-0.6622650014695952
1,0,26,2,0,0,3,0.1153846153846153,0,0,0,0,0,1,0,200,0,0,359,0,0,52.80.61.34,08/Mar/2026:13:17:55 +0000,372486,https://jcw.directionclock.top/,1,-0.5899535192922827
1,0,25,2,0,0,3,0.0,0,0,0,0,0,1,0,200,0,0,359,0,0,52.80.61.34,08/Mar/2026:13:17:59 +0000,1554457,https://jcw.directionclock.top/,1,-0.5869469748064928
1,0,26,2,0,0,3,0.0384615384615384,0,0,0,0,0,1,0,200,0,0,359,0,0,52.80.61.34,08/Mar/2026:13:18:00 +0000,989,https://jcw.directionclock.top/,1,-0.5618078137896327
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,52.80.61.34,08/Mar/2026:13:18:00 +0000,88446,https://jcw.directionclock.top/,1,-0.6280694035727004
1,0,25,2,0,0,3,0.04,0,0,0,0,0,1,0,200,0,0,359,0,0,52.80.137.39,08/Mar/2026:13:18:00 +0000,61919,-,1,-0.5710299267000976
1,0,37,2,0,0,3,0.027027027027027,0,0,0,0,0,1,0,200,0,0,359,0,0,52.80.61.34,08/Mar/2026:13:18:01 +0000,339427,https://jcw.directionclock.top/assets/login-DTBGlT4R.css,1,-0.5800927164278314
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,359,0,0,52.80.137.39,08/Mar/2026:13:18:01 +0000,4044,https://jcw.directionclock.top/login?redirect=/index,1,-0.6341245357182913
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,117,0,0,54.222.150.196,08/Mar/2026:13:18:27 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,117,0,0,54.223.149.220,08/Mar/2026:13:18:27 +0000,1561,-,1,-0.6622650014695952
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,117,0,0,54.223.149.220,08/Mar/2026:13:18:27 +0000,3996,https://jcw.directionclock.top/login?redirect=/index,1,-0.6341245357182913
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,400,1,0,21,0,1,57.151.98.114,08/Mar/2026:13:54:06 +0000,271,-,1,-0.6622650014695952
1,0,25,0,0,0,3,0.56,0,0,0,0,0,0,0,400,1,0,1,0,0,57.151.98.114,08/Mar/2026:13:54:08 +0000,173,-,1,-0.6491594682578449
0,0,18,0,0,0,0,0.0,0,0,0,1,1,1,0,400,1,0,1,0,0,91.238.181.93,08/Mar/2026:14:03:38 +0000,173,-,1,-0.7567763614898
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,115,0,0,35.231.166.52,08/Mar/2026:14:04:36 +0000,185,-,1,-0.6622650014695952
1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,400,1,0,1,0,0,35.231.166.52,08/Mar/2026:14:04:36 +0000,0,-,1,-0.6779160840550839
1,0,35,2,0,0,2,0.0,0,0,0,0,0,0,0,404,1,0,21,0,1,20.64.105.235,08/Mar/2026:14:04:58 +0000,143,-,0,-0.556432248956895
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,111,0,0,85.11.183.19,08/Mar/2026:14:13:11 +0000,1561,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,400,1,0,111,0,0,85.11.183.19,08/Mar/2026:14:13:12 +0000,673,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,11,0,0,87.121.84.76,08/Mar/2026:14:34:03 +0000,169,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,101,0,0,142.93.144.227,08/Mar/2026:14:53:35 +0000,1561,-,1,-0.6622650014695952
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,101,0,0,142.93.144.227,08/Mar/2026:14:53:47 +0000,88446,https://101.42.240.142/,1,-0.6280694035727004
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,43.166.242.189,08/Mar/2026:15:27:34 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.112,08/Mar/2026:16:51:15 +0000,1561,-,1,-0.6622650014695952
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.112,08/Mar/2026:16:51:37 +0000,88446,-,1,-0.6280694035727004
0,0,21,0,0,0,1,0.1904761904761904,0,0,0,0,1,0,1,400,1,0,1,0,0,91.196.152.163,08/Mar/2026:16:51:37 +0000,173,-,1,-0.7055035872864136
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,78,0,0,91.196.152.164,08/Mar/2026:16:51:41 +0000,169,-,1,-0.6622650014695952
1,0,13,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.112,08/Mar/2026:16:51:57 +0000,1561,-,1,-0.6228529044809308
1,0,16,1,0,0,1,0.5,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.112,08/Mar/2026:16:52:02 +0000,1561,-,1,-0.6838172149366625
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,404,1,0,78,0,0,91.196.152.60,08/Mar/2026:16:54:15 +0000,169,-,1,-0.6280694035727004
1,0,5,1,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,111,0,0,176.65.149.253,08/Mar/2026:16:54:39 +0000,5408,-,1,-0.6880116376006544
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,43.159.152.184,08/Mar/2026:16:56:54 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,54.223.198.64,08/Mar/2026:17:12:30 +0000,1561,-,1,-0.6622650014695952
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,359,0,0,54.223.198.64,08/Mar/2026:17:12:30 +0000,3932,https://jcw.directionclock.top/login?redirect=/index,1,-0.6341245357182913
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,54.223.118.134,08/Mar/2026:17:12:30 +0000,88446,https://jcw.directionclock.top/login?redirect=/index,1,-0.6280694035727004
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,117,0,0,52.80.255.178,08/Mar/2026:17:13:22 +0000,1561,-,1,-0.6622650014695952
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,117,0,0,52.80.255.178,08/Mar/2026:17:13:22 +0000,3802,https://jcw.directionclock.top/login?redirect=/index,1,-0.6341245357182913
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,18,0,1,85.239.40.84,08/Mar/2026:17:37:45 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,18,0,1,85.239.40.84,08/Mar/2026:17:37:46 +0000,1561,-,1,-0.6622650014695952
0,1,65,13,0,0,33,0.1538461538461538,10,0,0,0,1,1,0,400,1,0,1,0,0,47.253.5.130,08/Mar/2026:17:49:52 +0000,173,-,1,-0.6970378742089657
0,1,120,10,0,0,52,0.4666666666666667,28,0,0,0,1,1,0,400,1,0,1,0,0,47.253.5.130,08/Mar/2026:17:49:53 +0000,173,-,1,-0.7163311504486751
0,1,76,3,1,63,10,0.0394736842105263,4,0,0,0,1,1,0,405,1,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:53 +0000,173,-,1,-0.6741607104475772
0,1,65,3,1,63,9,0.0461538461538461,4,0,0,0,1,1,0,405,1,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,173,-,1,-0.6783969995530013
1,0,51,7,0,0,8,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-,1,-0.7249410999749175
1,0,47,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-,1,-0.7190791063145763
1,0,43,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-,1,-0.71760953951953
1,0,39,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-,1,-0.6904280546579017
1,0,46,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-,1,-0.6966088704137926
1,0,58,8,0,0,9,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-,1,-0.7391507371338993
1,0,44,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-,1,-0.71760953951953
1,0,40,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-,1,-0.6904280546579017
1,0,36,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-,1,-0.6879477128626184
1,0,32,4,0,0,5,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:56 +0000,5408,-,1,-0.6553393519739782
1,0,48,7,0,0,8,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:56 +0000,5408,-,1,-0.7234711366327881
1,0,44,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:57 +0000,5408,-,1,-0.71760953951953
1,0,6,2,0,0,3,0.0,0,0,0,1,0,0,0,200,0,0,31,0,0,45.130.83.245,08/Mar/2026:19:28:41 +0000,1561,-,1,-0.6526878848024581
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,111,0,0,18.212.88.233,08/Mar/2026:19:30:44 +0000,201,-,1,-0.6622650014695952
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,111,0,0,54.90.225.149,08/Mar/2026:19:32:23 +0000,88446,-,1,-0.6280694035727004
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,111,0,0,18.212.86.166,08/Mar/2026:19:36:31 +0000,1561,-,1,-0.6622650014695952
1,0,11,1,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,111,0,0,34.201.52.155,08/Mar/2026:19:36:34 +0000,1561,-,1,-0.681986682694281
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,110,0,0,44.220.185.127,08/Mar/2026:20:05:57 +0000,201,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,115,0,0,185.242.226.118,08/Mar/2026:20:24:39 +0000,1561,-,1,-0.6622650014695952
0,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,405,1,0,1,0,0,176.65.134.20,08/Mar/2026:20:25:24 +0000,173,http://101.42.240.142:443/,1,-0.6851616721929507
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,114,0,0,45.92.86.91,08/Mar/2026:20:28:36 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,114,0,0,45.92.86.91,08/Mar/2026:20:28:39 +0000,1561,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,114,0,0,129.211.166.163,08/Mar/2026:20:32:31 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,114,0,0,220.196.160.125,08/Mar/2026:20:32:31 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,114,0,0,59.83.208.104,08/Mar/2026:20:32:31 +0000,1561,http://jcw.directionclock.top,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,114,0,0,220.196.160.83,08/Mar/2026:20:32:31 +0000,1561,http://jcw.directionclock.top/,1,-0.6622650014695952
1,0,25,2,0,0,3,0.0,0,0,0,0,0,1,0,301,0,0,18,0,1,42.193.132.157,08/Mar/2026:20:32:31 +0000,185,-,1,-0.5869469748064928
1,0,25,2,0,0,3,0.0,0,0,0,0,0,1,0,301,0,0,18,0,1,42.194.128.111,08/Mar/2026:20:32:31 +0000,185,-,1,-0.5869469748064928
1,0,25,2,0,0,3,0.0,0,0,0,0,0,1,0,200,0,0,18,0,1,42.194.128.111,08/Mar/2026:20:32:34 +0000,1408766,http://jcw.directionclock.top/assets/index-C_NinHPR.js,1,-0.5869469748064928
1,0,25,2,0,0,3,0.0,0,0,0,0,0,1,0,200,0,0,18,0,1,42.193.132.157,08/Mar/2026:20:32:34 +0000,687870,http://jcw.directionclock.top/assets/index-C_NinHPR.js,1,-0.5869469748064928
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:35 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:35 +0000,1561,-,1,-0.6622650014695952
1,0,25,2,0,0,3,0.0,0,0,0,0,0,1,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:38 +0000,1554457,https://jcw.directionclock.top/,1,-0.5869469748064928
1,0,26,2,0,0,3,0.1153846153846153,0,0,0,0,0,1,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:44 +0000,372486,https://jcw.directionclock.top/,1,-0.5899535192922827
1,0,25,2,0,0,3,0.04,0,0,0,0,0,1,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:45 +0000,61919,-,1,-0.5710299267000976
1,0,26,2,0,0,3,0.0384615384615384,0,0,0,0,0,1,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:45 +0000,989,https://jcw.directionclock.top/,1,-0.5618078137896327
1,0,37,2,0,0,3,0.027027027027027,0,0,0,0,0,1,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:46 +0000,339427,https://jcw.directionclock.top/assets/login-DTBGlT4R.css,1,-0.5800927164278314
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,114,0,0,220.196.160.75,08/Mar/2026:20:32:46 +0000,3810,https://jcw.directionclock.top/login?redirect=/index,1,-0.6341245357182913
1,0,37,2,0,0,3,0.027027027027027,0,0,0,0,0,1,0,301,0,0,11,0,0,106.55.201.50,08/Mar/2026:20:32:57 +0000,185,-,1,-0.5800927164278314
1,0,37,2,0,0,3,0.027027027027027,0,0,0,0,0,1,0,200,0,0,11,0,0,106.55.201.50,08/Mar/2026:20:32:57 +0000,339427,http://jcw.directionclock.top/assets/login-background-ogIC_p6I.png,1,-0.5800927164278314
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,70,0,0,198.211.110.154,08/Mar/2026:20:44:03 +0000,143,-,1,-0.6622650014695952
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,404,1,0,70,0,0,198.211.110.154,08/Mar/2026:20:44:04 +0000,143,http://101.42.240.142/,1,-0.6280694035727004
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,70,0,0,180.101.244.12,08/Mar/2026:20:46:35 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,70,0,0,180.101.245.246,08/Mar/2026:20:46:49 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,70,0,0,180.101.244.15,08/Mar/2026:20:46:49 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,22,0,1,34.76.34.183,08/Mar/2026:21:02:43 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,43.133.220.37,08/Mar/2026:21:06:51 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,140,0,0,162.216.149.62,08/Mar/2026:21:10:10 +0000,1561,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,180.101.244.16,08/Mar/2026:21:10:39 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,59.83.208.103,08/Mar/2026:21:10:39 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,220.196.160.75,08/Mar/2026:21:10:39 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,21,0,1,135.237.126.199,08/Mar/2026:21:11:39 +0000,143,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,140,0,0,162.216.149.216,08/Mar/2026:21:25:37 +0000,143,-,1,-0.6622650014695952
1,0,5,1,0,0,2,0.0,0,0,0,1,0,0,0,404,1,0,111,0,0,5.189.157.228,08/Mar/2026:21:39:30 +0000,201,-,1,-0.6880116376006544
0,1,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,111,0,0,5.189.157.228,08/Mar/2026:21:39:33 +0000,201,-,1,-0.6285722904668586
1,0,5,1,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,111,0,0,5.189.157.228,08/Mar/2026:21:39:36 +0000,1561,-,1,-0.6880116376006544
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,70,0,1,66.132.153.138,08/Mar/2026:21:49:04 +0000,143,-,1,-0.6622650014695952
0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,400,1,0,1,0,0,66.132.153.138,08/Mar/2026:21:49:05 +0000,173,-,1,-0.6920535272263872
1,0,131,0,0,0,4,0.3206106870229007,0,0,0,0,1,0,1,400,1,0,1,0,0,66.132.153.138,08/Mar/2026:21:49:06 +0000,173,-,1,-0.6719821294447799
1,0,25,2,0,0,4,0.0,0,0,0,0,0,0,0,404,1,0,70,0,1,66.132.153.138,08/Mar/2026:21:49:08 +0000,143,-,0,-0.4488079650289284
0,0,152,1,0,0,8,0.2631578947368421,0,0,0,0,1,1,1,400,1,0,1,0,0,66.132.153.138,08/Mar/2026:21:49:13 +0000,173,-,1,-0.7469962586458572
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.47,08/Mar/2026:21:49:56 +0000,1561,-,1,-0.6622650014695952
0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,400,1,0,1,0,0,162.142.125.47,08/Mar/2026:21:50:09 +0000,173,-,1,-0.6920535272263872
1,0,12,1,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,70,0,1,162.142.125.47,08/Mar/2026:21:51:14 +0000,1561,-,1,-0.681986682694281
1,0,12,1,0,0,1,0.4166666666666667,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.47,08/Mar/2026:21:51:23 +0000,1561,-,1,-0.6836006692516664
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,70,0,1,162.142.125.47,08/Mar/2026:21:51:27 +0000,88446,-,1,-0.6280694035727004
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,359,0,0,54.223.81.128,08/Mar/2026:21:52:37 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,71.131.253.176,08/Mar/2026:21:52:37 +0000,1561,-,1,-0.6622650014695952
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,359,0,0,71.131.253.176,08/Mar/2026:21:52:37 +0000,3972,https://jcw.directionclock.top/login?redirect=/index,1,-0.6341245357182913
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,71.131.253.176,08/Mar/2026:21:52:37 +0000,88446,https://jcw.directionclock.top/login?redirect=/index,1,-0.6280694035727004
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,301,0,0,117,0,0,140.179.115.88,08/Mar/2026:21:52:49 +0000,185,-,1,-0.6622650014695952
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,117,0,0,54.222.150.196,08/Mar/2026:21:52:49 +0000,1561,-,1,-0.6622650014695952
